method,url,header,data,traffic_type,type
POST,http://42.187.180.31:27801/query_cmd.cgi?cmd=3068&guid=1E94E9E68F706770C513F85A2A8584DF&mid=1E94E9E68F706770C513F85A2A8584DF63F702F102,"{'Host': '42.187.180.31:27801', 'Content-Type': 'application/json', 'Accept': '*/*', 'Content-Seq': '44162', 'Client-Version': '106.5.634.5300', 'Proto-Cmd': '3068', 'Proto-Ver': '3', 'Client-Mid': '1E94E9E68F706770C513F85A2A8584DF63F702F102', 'Client-Machine': 'Lin', 'Content-Encrypt': 'v1', 'Content-EncodingEx': '', 'Client-Guid': '1E94E9E68F706770C513F85A2A8584DF', 'Content-Length': '2', 'Accept-Language': 'zh-cn', 'Accept-Encoding': 'gzip, deflate, br', 'User-Agent': '%E7%A5%9E%E5%A5%87%E7%AE%A1%E5%AE%B6 (unknown version) CFNetwork/1402.0.8 Darwin/22.2.0', 'Connection': 'keep-alive'}",{},200
GET,http://111.229.33.190:8000/admin/login/?next=/admin/,"{'Host': '111.229.33.190:8000', 'Accept-Language': 'zh-CN,zh;q=0.9', 'Upgrade-Insecure-Requests': '1', 'User-Agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36', 'Accept': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7', 'Accept-Encoding': 'gzip, deflate, br', 'Cookie': 'csrftoken=7l0lvXR470kx7OhViuBN6gSRPmyiVkLM; sessionid=63w89oz0zww78w3rme0ir315m1hucx4p', 'Connection': 'keep-alive'}",,302
GET,http://111.229.33.190:8000/admin/,"{'Host': '111.229.33.190:8000', 'Accept-Language': 'zh-CN,zh;q=0.9', 'Upgrade-Insecure-Requests': '1', 'User-Agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36', 'Accept': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7', 'Accept-Encoding': 'gzip, deflate, br', 'Cookie': 'csrftoken=7l0lvXR470kx7OhViuBN6gSRPmyiVkLM; sessionid=63w89oz0zww78w3rme0ir315m1hucx4p', 'Connection': 'keep-alive'}",,200
GET,http://111.229.33.190:8000/static/admin/css/dark_mode.css,"{'Host': '111.229.33.190:8000', 'Accept-Language': 'zh-CN,zh;q=0.9', 'User-Agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36', 'Accept': 'text/css,*/*;q=0.1', 'Referer': 'http://111.229.33.190:8000/admin/', 'Accept-Encoding': 'gzip, deflate, br', 'Cookie': 'csrftoken=7l0lvXR470kx7OhViuBN6gSRPmyiVkLM; sessionid=63w89oz0zww78w3rme0ir315m1hucx4p', 'If-Modified-Since': 'Sun, 19 Jan 2025 07:41:51 GMT', 'Connection': 'keep-alive'}",,304
GET,http://111.229.33.190:8000/static/admin/css/base.css,"{'Host': '111.229.33.190:8000', 'Accept-Language': 'zh-CN,zh;q=0.9', 'User-Agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36', 'Accept': 'text/css,*/*;q=0.1', 'Referer': 'http://111.229.33.190:8000/admin/', 'Accept-Encoding': 'gzip, deflate, br', 'Cookie': 'csrftoken=7l0lvXR470kx7OhViuBN6gSRPmyiVkLM; sessionid=63w89oz0zww78w3rme0ir315m1hucx4p', 'If-Modified-Since': 'Sun, 19 Jan 2025 07:41:51 GMT', 'Connection': 'keep-alive'}",,304
GET,http://111.229.33.190:8000/static/admin/css/responsive.css,"{'Host': '111.229.33.190:8000', 'Accept-Language': 'zh-CN,zh;q=0.9', 'User-Agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36', 'Accept': 'text/css,*/*;q=0.1', 'Referer': 'http://111.229.33.190:8000/admin/', 'Accept-Encoding': 'gzip, deflate, br', 'Cookie': 'csrftoken=7l0lvXR470kx7OhViuBN6gSRPmyiVkLM; sessionid=63w89oz0zww78w3rme0ir315m1hucx4p', 'If-Modified-Since': 'Sun, 19 Jan 2025 07:41:51 GMT', 'Connection': 'keep-alive'}",,304
GET,http://111.229.33.190:8000/static/admin/css/dashboard.css,"{'Host': '111.229.33.190:8000', 'Accept-Language': 'zh-CN,zh;q=0.9', 'User-Agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36', 'Accept': 'text/css,*/*;q=0.1', 'Referer': 'http://111.229.33.190:8000/admin/', 'Accept-Encoding': 'gzip, deflate, br', 'Cookie': 'csrftoken=7l0lvXR470kx7OhViuBN6gSRPmyiVkLM; sessionid=63w89oz0zww78w3rme0ir315m1hucx4p', 'If-Modified-Since': 'Sun, 19 Jan 2025 07:41:51 GMT', 'Connection': 'keep-alive'}",,304
GET,http://111.229.33.190:8000/static/admin/css/nav_sidebar.css,"{'Host': '111.229.33.190:8000', 'Accept-Language': 'zh-CN,zh;q=0.9', 'User-Agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36', 'Accept': 'text/css,*/*;q=0.1', 'Referer': 'http://111.229.33.190:8000/admin/', 'Accept-Encoding': 'gzip, deflate, br', 'Cookie': 'csrftoken=7l0lvXR470kx7OhViuBN6gSRPmyiVkLM; sessionid=63w89oz0zww78w3rme0ir315m1hucx4p', 'If-Modified-Since': 'Sun, 19 Jan 2025 07:41:51 GMT', 'Connection': 'keep-alive'}",,304
GET,http://111.229.33.190:8000/static/admin/js/nav_sidebar.js,"{'Host': '111.229.33.190:8000', 'Accept-Language': 'zh-CN,zh;q=0.9', 'User-Agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36', 'Accept': '*/*', 'Referer': 'http://111.229.33.190:8000/admin/', 'Accept-Encoding': 'gzip, deflate, br', 'Cookie': 'csrftoken=7l0lvXR470kx7OhViuBN6gSRPmyiVkLM; sessionid=63w89oz0zww78w3rme0ir315m1hucx4p', 'If-Modified-Since': 'Sun, 19 Jan 2025 07:41:51 GMT', 'Connection': 'keep-alive'}",,304
GET,http://111.229.33.190:8000/static/admin/js/theme.js,"{'Host': '111.229.33.190:8000', 'Accept-Language': 'zh-CN,zh;q=0.9', 'User-Agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36', 'Accept': '*/*', 'Referer': 'http://111.229.33.190:8000/admin/', 'Accept-Encoding': 'gzip, deflate, br', 'Cookie': 'csrftoken=7l0lvXR470kx7OhViuBN6gSRPmyiVkLM; sessionid=63w89oz0zww78w3rme0ir315m1hucx4p', 'If-Modified-Since': 'Sun, 19 Jan 2025 07:41:51 GMT', 'Connection': 'keep-alive'}",,304
